code,名称,类型,日期,净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,f1,f2,f3,f4,f5,f6,f7,可购买,f9,起购金额,费率,e1,e2,e3
013972,长江致惠30天滚动持有短债发起A,债券型,2025/11/20,1.0956,0.01,0.03,0.14,0.4,0.75,1.92,5.03,7.93,1.62,9.56,3,1,1,0.03,0,,042_073_074_080,1,1,10元,0.30%,0.03%,0.03%,1,
006949,前海开源乾利定期开放债券,债券型,2025/11/14,1.0127,,0.05,0.1,0.21,0.64,1.92,4.8,6.76,1.16,20,0,1,1,0.08,0,,041_071_080,0,6,---,0.80%,0.08%,0.08%,1,
014910,东方红短债债券A,债券型,2025/11/20,1.0801,0,0.03,0.17,0.42,0.79,1.92,4.64,8.27,1.48,10.1,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
015771,银华绿色低碳债券,债券型,2025/11/20,1.0383,0,0.02,0.45,0.67,0.81,1.92,5.12,8.09,0.96,7.58,3,1,1,0.04,0,,041,1,1,10元,0.40%,0.04%,0.04%,1,
017101,华宝宝通30天持有期短债C,债券型,2025/11/20,1.0763,0,0.02,0.14,0.36,0.68,1.92,4.53,,1.44,7.62,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
008329,宏利添盈两年定开债券A,债券型,2025/11/20,1.0014,0.01,0.03,0.13,0.43,0.89,1.92,4.79,,1.53,6.83,0,1,1,0.08,0,,041_071,0,6,10元,0.80%,0.08%,0.08%,1,
018839,广发添财30天持有债券C,债券型,2025/11/20,1.0607,0.01,0.03,0.29,0.47,0.82,1.92,5.35,,1.41,6.07,3,0,1,0,0,,041_073,1,1,10元,,0.00%,,,
019542,东方红90天持有纯债C,债券型,2025/11/20,1.0591,0.03,0.08,0.24,0.44,0.68,1.92,,,1.07,5.91,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
019400,国泰海通安睿纯债债券A,债券型,2025/11/20,1.0025,0,0.03,0.32,0.44,0.04,1.92,,,0.07,6.86,3,1,1,0.05,0,,042,1,1,10元,0.50%,0.05%,0.05%,1,
020941,安信青享纯债A,债券型,2025/11/20,1.0375,0.02,0.05,0.25,0.31,0.06,1.92,,,-0.13,3.75,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
021951,建信中短债纯债债券F,债券型,2025/11/20,1.0516,0,0.04,0.31,0.49,0.65,1.92,,,1.23,2.18,3,0,1,0,0,,042,1,1,100元,,0.00%,,,
005578,交银丰晟收益债券C,债券型,2025/11/20,1.2187,0,0.02,0.45,0.49,0.37,1.91,5.06,8.35,0.81,31.4,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
005740,易方达恒信定期开放债券,债券型,2025/11/20,1.0363,0,0.04,0.39,0.59,0.59,1.91,5.98,9.27,0.77,31.2,0,1,1,0.06,0,,041_071_080,0,6,---,0.60%,0.06%,0.06%,1,
006837,银华信用四季红债券C,债券型,2025/11/20,1.0161,0.01,0.05,0.51,0.51,0.63,1.91,5.13,8.01,0.7,20.78,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
006465,浦银安盛普益纯债C,债券型,2025/11/20,1.0381,0.02,0.06,0.37,0.51,0.1,1.91,5.95,8.07,-0.06,21.21,0,0,1,0,0,,041,0,4,---,,0.00%,,,
008959,创金合信恒利超短债债券E,债券型,2025/11/20,1.0485,0.01,0.04,0.23,0.46,0.78,1.91,4.62,7.69,1.37,16.37,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
011920,恒越短债债券C,债券型,2025/11/20,1.1075,0,0.02,0.15,0.35,0.85,1.91,4.44,6.95,1.41,10.75,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
013664,富国安福30天滚动持有短债发起C,债券型,2025/11/20,1.1127,0,0.03,0.2,0.44,0.82,1.91,5.05,8.03,1.43,11.27,3,0,1,0,0,,042_073_074_080,1,1,10元,,0.00%,,,
016955,国联恒润纯债A,债券型,2025/11/20,1.022,0.01,0.03,0.23,0.26,0.25,1.91,5.41,,0.56,8.07,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
016889,鹏华稳健增利债券A,债券型,2025/11/20,1.0684,0.03,0.22,-0.49,-0.52,-0.11,1.91,5.79,,0.7,6.84,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
005367,摩根丰瑞债券C,债券型,2025/11/20,1.0075,-0.09,-0.27,0.14,0.31,-0.17,1.91,5.92,8.32,-0.01,28.46,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
018528,银河星汇30天持有债券C,债券型,2025/11/20,1.0567,0,0.06,0.18,0.37,0.57,1.91,5.26,,1.18,5.67,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
022033,兴业短债债券D,债券型,2025/11/20,1.0458,0,0.02,0.21,0.41,0.74,1.91,,,1.4,2.33,3,1,1,0.04,0,,042,0,1,50万,0.40%,0.04%,0.04%,1,
021836,东方红益恒纯债债券C,债券型,2025/11/20,1.0215,-0.02,0,0.51,0.38,-0.35,1.91,,,-0.28,2.15,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
021154,鹏华中短债3个月定开债券E,债券型,2025/11/20,1.0305,0.01,0.04,0.21,0.3,0.43,1.91,,,0.6,3.67,3,1,1,0.05,0,,042_071,0,3,10元,0.50%,0.05%,0.05%,1,
000319,宏利淘利债券A,债券型,2025/11/20,1.0114,-0.01,-0.03,0.31,0.51,0.43,1.9,4.72,7.29,0.59,68.77,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
004672,华夏短债债券A,债券型,2025/11/20,1.1123,0,0.02,0.2,0.42,0.77,1.9,4.68,7.79,1.41,27.06,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
007920,诺德短债C,债券型,2025/11/20,1.1611,0,-0.01,0.2,0.41,0.72,1.9,4.88,9.51,1.29,14.54,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
002603,工银瑞丰半年定开债发起式,债券型,2025/11/20,1.0783,0.01,0.06,0.32,0.58,0.54,1.9,5.14,7.65,0.79,39.72,0,1,1,0.08,0,,041_071_080,0,6,---,0.80%,0.08%,0.08%,1,
012915,中欧稳利60天滚动持有短债A,债券型,2025/11/20,1.1258,0.01,0.04,0.19,0.45,0.77,1.9,4.82,8.51,1.38,12.58,3,1,1,0.02,0,,042_073_074,1,1,10元,0.20%,0.02%,0.02%,1,
013975,国投瑞银恒誉90天持有期中短债C,债券型,2025/11/20,1.1041,0.01,0.04,0.22,0.41,0.78,1.9,4.47,8.01,1.41,10.41,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
014469,平安元和90天滚动持有短债C,债券型,2025/11/20,1.097,0.01,0.04,0.27,0.41,0.77,1.9,4.56,8.72,1.37,9.7,3,0,1,0,0,,043_073_074,1,1,10元,,0.00%,,,
017159,融通增鑫债券C,债券型,2025/11/20,1.0968,0,0.04,0.32,0.46,0.59,1.9,5.66,9.93,1.02,9.93,3,0,1,0,0,,041,0,1,10元,,0.00%,,,
017187,国新国证鑫裕央企债六个月定开,债券型,2025/11/20,1.0456,0,0.05,0.47,0.59,0.1,1.9,5.88,,0.35,8.06,0,1,1,0.05,0,,041_071,0,5,10元,0.50%,0.05%,0.05%,1,
021347,安信60天滚动持有债券C,债券型,2025/11/20,1.029,-0.01,0.01,0.16,0.26,0.61,1.9,,,1.2,2.9,3,0,1,0,0,,041_073_074,1,1,10元,,0.00%,,,
022539,天弘安利短债D,债券型,2025/11/20,1.1429,0,0.04,0.22,0.47,0.84,1.9,,,1.44,2.04,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
006434,鹏华中短债3个月定开债券A,债券型,2025/11/20,1.1895,0.01,0.04,0.21,0.3,0.42,1.9,5.33,8.44,0.57,24.25,3,1,1,0.04,0,,042_071,0,3,10元,0.40%,0.04%,0.04%,1,
007535,中欧盈和债券,债券型,2025/11/14,1.0148,,0.04,0.19,0.53,1.01,1.89,5.09,9,1.61,24.19,0,1,1,0.06,0,,041_071,0,6,10元,0.60%,0.06%,0.06%,1,
004118,博时裕鹏纯债债券,债券型,2025/11/20,1.033,0.02,0.06,0.28,0.5,0.38,1.89,5.58,9.3,0.47,48.17,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
004123,兴银长盈定开债A,债券型,2025/11/20,1.0326,0,0.04,0.49,0.48,0.06,1.89,6.1,10.67,0.68,40.67,0,1,1,0.03,0,,041_071,0,6,10元,0.30%,0.03%,0.03%,1,
003009,国联盈泽中短债A,债券型,2025/11/20,1.2816,0.01,0.04,0.23,0.42,0.73,1.89,4.58,9.09,1.29,51.52,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
270043,广发理财年年红债券A,债券型,2025/11/20,1.0521,0,0.03,0.23,0.4,0.63,1.89,4.76,7.35,1.04,46.21,0,1,1,0.035,0,,041_071,0,6,10元,0.35%,0.04%,0.04%,1,
006562,中欧短债债券C,债券型,2025/11/20,1.0543,0.01,0.03,0.21,0.41,0.61,1.89,4.44,7.1,1.27,19.34,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
006789,中信保诚景丰A,债券型,2025/11/20,1.0551,0.01,0.06,0.34,0.57,0.81,1.89,7.51,10.62,1.61,26.28,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
008651,博时富进一年期定开债发起式,债券型,2025/11/20,1.1265,0,0.01,0.33,0.54,0.63,1.89,5.62,8.46,1.04,18.15,0,1,1,0.06,0,,041_071_080,0,5,10元,0.60%,0.06%,0.06%,1,
008229,鑫元安硕两年定开债,债券型,2025/11/14,1.0177,,0.03,0.14,0.62,1.2,1.89,3.95,6.12,1.69,12.9,0,1,1,0.06,0,,041_071,0,6,10元,0.60%,0.06%,0.06%,1,
010048,平安短债I,债券型,2025/11/20,1.2203,0,0.02,0.25,0.45,0.75,1.89,4.49,7.96,1.33,15.02,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
012230,华安众鑫90天滚动短债C,债券型,2025/11/20,1.1248,0,0.07,0.19,0.36,0.75,1.89,5.04,8.28,1.31,12.48,3,0,1,0,0,,042_073_074_080,1,1,10元,,0.00%,,,
012624,蜂巢丰远债券A,债券型,2025/11/20,1.0385,0.01,0.01,0.19,0.33,0.08,1.89,5.63,9.07,0.79,12.66,3,1,1,0.06,0,,041,0,1,10元,0.60%,0.06%,0.06%,1,
012773,嘉实超短债债券A,债券型,2025/11/20,1.0526,0.01,0.03,0.16,0.42,0.73,1.89,4.52,7.82,1.39,11.31,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
012286,招商稳裕短债30天持有债C,债券型,2025/11/20,1.1104,0.01,0.03,0.14,0.35,0.64,1.89,4.36,7.35,1.35,11.04,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
013258,南方通元6个月持有债券C,债券型,2025/11/20,1.0066,-0.01,0.14,0.78,0.38,0.84,1.89,3.17,2.3,0.97,0.66,3,0,1,0,0,,043_073_701,1,1,10元,,0.00%,,,
015302,博时双季乐六个月持有期债券C,债券型,2025/11/20,1.1249,-0.02,-0.03,0.54,0.53,-0.04,1.89,6.63,10.48,0.28,12.49,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
014060,富国安慧短债债券C,债券型,2025/11/20,1.0861,0,0.03,0.19,0.42,0.71,1.89,4.76,8.04,1.36,8.61,0,0,1,0,0,,042,0,4,10元,,0.00%,,,
014656,国联益海30天滚动持有短债C,债券型,2025/11/20,1.1001,0.01,0.04,0.16,0.3,0.62,1.89,4.9,8.87,1.25,10.01,3,0,1,0,0,,042_073_074,1,1,10元,,0.00%,,,
017432,交银稳安60天滚动持有债券A,债券型,2025/11/20,1.0829,0,0.03,0.18,0.4,0.74,1.89,4.69,,1.43,8.29,3,1,1,0.02,0,,041_073_074,1,1,10元,0.20%,0.02%,0.02%,1,
018670,兴华安惠纯债C,债券型,2025/11/20,1.0518,-0.05,-0.04,0.54,0.31,-0.97,1.89,8.23,,-0.77,9.47,0,0,1,0,0,,041,0,4,10元,,0.00%,,,
020427,中信建投景源债券C,债券型,2025/11/20,1.0126,0.02,0.05,0.44,0.4,-0.14,1.89,,,0.08,2.27,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
021628,嘉实稳华纯债债券E,债券型,2025/11/20,1.0314,-0.02,0,0.01,0.19,0.97,1.89,,,2.08,2.08,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
002442,鑫元汇利债券,债券型,2025/11/20,1.0625,0.01,0.04,0.25,0.45,0.65,1.88,5.65,8.7,1.05,37.96,0,1,1,0.01,0,,041,0,4,10元,0.10%,0.01%,0.01%,1,
002578,博时裕泉纯债债券A,债券型,2025/11/20,1.1263,0.01,0.04,0.2,0.47,0.75,1.88,4.25,6.73,1.15,29.02,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
531028,建信短债债券A,债券型,2025/11/20,1.1576,0,0.03,0.21,0.43,0.75,1.88,4.43,7.63,1.33,16.91,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
006488,富荣富开1-3年国开债纯债A,债券型,2025/11/20,1.0265,0,0,0.24,0.37,0.45,1.88,5.12,7.7,0.48,22.33,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
006086,银河睿丰定开债券,债券型,2025/11/20,1.0715,0,0.03,0.34,0.42,0.17,1.88,7.85,10.42,0.73,25.07,0,1,1,0.08,0,,041_071_080,0,6,1元,0.80%,0.08%,0.08%,1,
006807,西部利得添盈短债债券C,债券型,2025/11/20,1.1192,0,0.04,0.28,0.48,0.82,1.88,4.25,7.13,1.38,11.92,3,0,1,0,0,,042,1,1,500万,,0.00%,,,
007457,汇添富90天短债B,债券型,2025/11/20,1.1783,0,0.03,0.17,0.37,0.7,1.88,4.58,7.27,1.36,18.44,3,0,1,0,0,,042_073_074,1,1,10元,,0.00%,,,
007395,东兴兴财短债债券C,债券型,2025/11/20,1.0984,0.01,0.04,0.4,0.69,0.75,1.88,4.34,5.77,0.58,9.84,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
008022,建信短债债券F,债券型,2025/11/20,1.1563,0.01,0.03,0.22,0.43,0.75,1.88,4.39,7.57,1.32,16.63,3,0,1,0,0,,042,1,1,100元,0.00%,0.00%,0.00%,0,
008231,海富通裕通30个月定开债,债券型,2025/11/20,1.0186,0.01,0.03,0.12,0.31,0.84,1.88,4.3,6.74,1.51,15.49,0,99,1,0.4,0,,041_071,0,6,10元,0.40%,0.40%,0.40%,99,
007931,淳厚稳鑫债券C,债券型,2025/11/20,1.0281,0,-0.01,0.06,0.16,0.31,1.88,20.67,24.56,0.42,33.03,0,0,1,0,0,,043,0,4,10元,,0.00%,,,
011954,广发汇荣三个月定开债券A,债券型,2025/11/20,1.0453,0,0.06,0.46,0.43,-0.09,1.88,6.24,9.08,-0.08,14.62,0,1,1,0.06,0,,041_071_080,0,6,10元,0.60%,0.06%,0.06%,1,
011898,长城悦享回报债券C,债券型,2025/11/20,0.8827,-0.09,-0.83,0.15,-0.17,0.88,1.88,4.34,4.5,1.1,-11.73,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
010758,国投瑞银顺景一年定开债,债券型,2025/11/20,1.0307,0,0.02,0.34,0.29,-0.14,1.88,6.29,9.12,-0.14,12.98,0,1,1,0.06,0,,041_071,0,6,10元,0.60%,0.06%,0.06%,1,
013563,银华季季盈3个月滚动持有债券A,债券型,2025/11/20,1.1115,0,0.03,0.17,0.42,0.72,1.88,4.17,7.05,1.25,11.15,3,1,1,0.03,0,,041_073_074,1,1,10元,0.30%,0.03%,0.03%,1,
013751,中信建投稳益90天滚动持有中短债A,债券型,2025/11/20,1.1281,0,0.04,0.2,0.38,0.69,1.88,5.15,9.47,1.27,12.81,3,1,1,0.04,0,,042_073_074,1,1,10元,0.40%,0.04%,0.04%,1,
013809,易方达稳悦120天滚动持有短债债券C,债券型,2025/11/20,1.1178,0.01,0.04,0.17,0.39,0.71,1.88,4.99,8.68,1.34,11.78,3,0,1,0,0,,042_073_074,1,1,10元,,0.00%,,,
015949,上银聚恒益一年定开债发起,债券型,2025/11/20,1.0036,0.01,0.05,0.43,0.51,0.4,1.88,5.23,8.17,0.71,8.78,0,1,1,0.08,0,,041_071_080,0,6,10元,0.80%,0.08%,0.08%,1,
015848,天弘合益债券发起D,债券型,2025/11/20,1.0025,0.01,0.01,0.18,0.34,0.62,1.88,5.3,8.47,1.05,9.12,3,1,1,0.09,0,,041_080,1,1,10元,0.90%,0.09%,0.09%,1,
016015,博远利兴纯债一年定开债发起,债券型,2025/11/20,1.0271,0.01,0.05,0.37,0.6,0.7,1.88,6.33,10.86,0.68,9.71,0,1,1,0.03,0,,041_071_080,0,6,---,0.30%,0.03%,0.03%,1,
016934,景顺长城睿丰短债C,债券型,2025/11/20,1.0778,0.01,0.03,0.11,0.3,0.64,1.88,4.84,7.78,1.17,7.78,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
017310,创金合信利泽纯债债券C,债券型,2025/11/20,1.0505,0.02,0.03,0.38,0.56,0.16,1.88,6.21,,0.1,8.5,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
016791,招商鑫利中短债债券C,债券型,2025/11/20,1.0829,0,0.03,0.19,0.41,0.73,1.88,4.28,,1.43,8.29,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
017006,永赢月月享30天持有期短债A,债券型,2025/11/20,1.071,0,0.02,0.21,0.45,0.65,1.88,4.99,,1.19,7.2,3,1,1,0.04,0,,042_073,1,1,10元,0.40%,0.04%,0.04%,1,
017809,湘财鑫享债券A,债券型,2025/11/20,1.0325,-0.04,-0.06,0.44,-1.38,2.99,1.88,8.3,,2.24,3.25,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
020978,广发汇荣三个月定开债券C,债券型,2025/11/20,1.0463,0.01,0.07,0.47,0.44,-0.08,1.88,,,-0.08,4.95,0,0,1,0,0,,041_071_080,0,6,10元,,0.00%,,,
020940,永赢安裕120天滚动持有债券C,债券型,2025/11/20,1.0459,0,0.02,0.14,0.34,0.53,1.88,,,1.04,4.59,3,0,1,0,0,,041_073_074,1,1,10元,,0.00%,,,
022210,中信保诚90天持有债券C,债券型,2025/11/20,1.0192,0,0.07,0.18,0.32,0.8,1.88,,,1.58,1.92,3,0,1,0,0,,041_073,1,1,10元,,0.00%,,,
004367,博时汇享纯债债券C,债券型,2025/11/20,1.0745,0.01,0.05,0.3,0.41,0.15,1.87,5.46,8.21,0.44,29.46,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
004032,工银丰淳半年定开债券,债券型,2025/11/20,1.0338,0.01,0.05,0.34,0.59,0.64,1.87,5.64,8.96,0.66,32.83,0,1,1,0.04,0,,041_071_080,0,6,---,0.40%,0.04%,0.04%,1,
006287,永赢盛益债券A,债券型,2025/11/20,1.1266,-0.01,-0.03,0.31,0.21,-0.44,1.87,8.19,11.47,-0.1,29.74,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
008383,招商安心收益债券A,债券型,2025/11/20,1.9443,0,0.02,0.34,0.4,0.4,1.87,5.66,9.49,0.92,25.21,3,1,1,0.03,0,,043,1,1,10元,0.30%,0.03%,0.03%,1,
010634,天弘合益债券发起A,债券型,2025/11/20,1.0026,0.02,0.02,0.19,0.35,0.63,1.87,5.29,8.45,1.04,12.43,3,1,1,0.08,0,,041_080,1,1,10元,0.80%,0.08%,0.08%,1,
000911,鑫元合丰纯债A,债券型,2025/11/20,1.0373,0.02,0.07,0.46,0.64,0.45,1.87,7.31,10.43,0.62,59.5,3,1,1,0.04,0,,041,1,1,100元,0.40%,0.04%,0.04%,1,
016107,红土创新丰源中短债B,债券型,2025/11/20,1.0145,0.01,0.02,0.29,0.42,0.57,1.87,6.7,9.45,0.73,10.22,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
017315,国泰利享安益短债债券C,债券型,2025/11/20,1.0806,0,0.02,0.18,0.41,0.81,1.87,4.53,,1.5,8.06,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
017055,工银稳健丰润90天持有中短债C,债券型,2025/11/20,1.0878,0.01,0.03,0.22,0.47,0.68,1.87,4.7,,1.26,8.78,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
016984,华泰柏瑞安盛一年持有期债券C,债券型,2025/11/20,1.0855,-0.15,-0.2,-0.16,-0.94,0.33,1.87,6.14,,0.97,8.55,3,0,1,0,0,,043_073,0,1,10元,,0.00%,,,
018450,富安达富祥利率债A,债券型,2025/11/20,1.0077,0,0.04,0.37,0.4,-0.09,1.87,6.66,,-0.16,6.97,3,1,1,0.03,0,,041,1,1,10元,0.30%,0.03%,0.03%,1,
020834,东兴兴诚利率债C,债券型,2025/11/20,1.0159,0,0.02,0.37,0.46,0.25,1.87,,,0.05,1.59,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
020833,东兴兴诚利率债A,债券型,2025/11/20,1.0161,0,0.02,0.37,0.47,0.26,1.87,,,0.06,1.61,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
519720,交银纯债债券发起C,债券型,2025/11/20,1.0739,0,0.03,0.42,0.46,0.45,1.86,4.95,8.25,0.9,54.34,3,0,1,0,0,,041_080,1,1,10元,0.00%,0.00%,0.00%,0,
006367,交银裕祥纯债债券A,债券型,2025/11/20,1.1201,0.02,0.04,0.36,0.24,-0.05,1.86,5.71,8.55,0.09,24.21,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
005362,中银证券安源债券A,债券型,2025/11/20,1.1168,0,0.01,0.4,0.49,0.56,1.86,6.53,8.79,1.39,18.98,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
006800,财通资管鸿运中短债债券C,债券型,2025/11/20,1.0994,0.01,0.03,0.2,0.37,0.64,1.86,3.6,6.37,0.95,20.12,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
005837,创金合信泰盈双季红定开债券C,债券型,2025/11/14,1.0156,,0.05,0.17,-0.07,0.43,1.86,5.05,7.42,0.97,20.31,0,0,1,0,0,,041_071,0,6,---,,0.00%,,,
007371,国联安增瑞政金债债券A,债券型,2025/11/20,1.0133,0,0.04,0.4,0.46,-0.26,1.86,6.76,9.73,-0.67,23.63,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
007333,嘉合磐昇纯债C,债券型,2025/11/20,1.1237,0.01,-0.02,0.16,0.08,0.12,1.86,4.59,7.75,0.27,19.92,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
008674,博时稳悦63个月定开债,债券型,2025/11/20,1.0159,0,0.03,0.14,0.34,0.64,1.86,5.45,9.18,1.46,20.32,0,1,1,0.04,0,,041_071,0,5,10元,0.40%,0.04%,0.04%,1,
008775,招商鑫福中短债C,债券型,2025/11/20,1.167,0.01,0.03,0.17,0.36,0.64,1.86,4.6,7.84,1.17,16.7,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
008922,财通资管鸿运中短债债券E,债券型,2025/11/20,1.0534,0,0.03,0.2,0.37,0.64,1.86,3.62,6.61,0.94,14.38,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
008876,国寿安保尊恒利率债债券C,债券型,2025/11/20,1.0298,0.01,0.04,0.34,0.37,0.34,1.86,5.94,8.43,0.74,17.27,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
008490,华商鸿畅39个月定开利率债C,债券型,2025/11/14,1.0133,,0.03,0.18,0.49,0.96,1.86,3.81,7.13,1.59,14.51,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
013457,华夏鼎业三个月定开债券A,债券型,2025/11/20,1.0009,0,0.03,0.27,0.45,0.54,1.86,5.23,8.13,1.28,11.24,0,1,1,0.06,0,,041_071,0,6,---,0.60%,0.06%,0.06%,1,
952001,国泰海通君得利短债A,债券型,2025/11/20,1.0453,0,0.03,0.21,0.42,0.79,1.86,4.94,8.07,1.42,9.72,3,1,1,0.04,0,,042,0,1,10元,0.40%,0.04%,0.04%,1,
015706,诺德安元纯债债券,债券型,2025/11/20,1.0305,0,-0.01,0.11,0.39,0.38,1.86,5.58,10.11,1.28,10.36,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
016047,鹏扬利鑫60天滚动持有债券E,债券型,2025/11/20,1.0977,0,0.05,0.29,0.45,0.75,1.86,4.89,9.08,1.32,9.77,3,0,1,0,0,,043_073_074,1,1,10元,,0.00%,,,
016415,万家鑫耀纯债C,债券型,2025/11/20,1.013,0.01,0.03,0.3,0.34,-0.06,1.86,6.52,9.94,-0.14,9.83,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
016752,中信建投景信债券A,债券型,2025/11/20,1.0505,0.01,0.01,0.39,0.46,-0.12,1.86,4.98,8.93,0.23,7.62,0,1,1,0.03,0,,041,0,4,---,0.30%,0.03%,0.03%,1,
017443,嘉实30天持有期中短债债券A,债券型,2025/11/20,1.0783,0.01,0.03,0.13,0.33,0.67,1.86,4.63,,1.32,7.83,3,1,1,0.03,0,,042_073,1,1,10元,0.30%,0.03%,0.03%,1,
018011,交银稳安90天持有期债券A,债券型,2025/11/20,1.0745,0,0.02,0.21,0.37,0.71,1.86,5.18,,1.37,7.45,3,1,1,0.03,0,,041_073,1,1,10元,0.30%,0.03%,0.03%,1,
019483,泰康信用精选债券E,债券型,2025/11/20,1.1478,0.02,0.04,0.5,0.25,0.16,1.86,5.26,,0.59,5.92,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
019968,博时裕景纯债债券C,债券型,2025/11/20,1.1418,0.01,0.03,0.13,0.4,0.77,1.86,5.4,,1.06,5.53,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
021107,宝盈盈悦纯债债券C,债券型,2025/11/20,1.0112,0.01,0.05,0.35,0.48,0.22,1.86,,,0.27,3.33,0,0,1,0,0,,041,0,4,10元,,0.00%,,,
022254,国联盈泽中短债B,债券型,2025/11/20,1.2823,0.01,0.04,0.23,0.42,0.72,1.86,,,1.26,2.18,3,1,1,0.04,0,,042,1,1,1000元,0.40%,0.04%,0.04%,1,
163907,中海惠裕纯债发起式,债券型,2025/11/20,0.797,0,0,0.13,0.38,0.62,1.85,5.47,10.31,1.11,70.81,3,1,1,0.06,0,,020_041_080,1,1,10元,0.60%,0.06%,0.06%,1,
000104,华宸未来稳健添利债券A,债券型,2025/11/20,1.2894,0,-0.09,-0.09,0.19,0.62,1.85,6.66,10.64,0.96,64.84,0,1,1,0.08,0,,043,0,4,10元,0.80%,0.08%,0.08%,1,
000322,农银汇理金汇债券A,债券型,2025/11/20,1.1436,0.01,0.05,0.18,0.39,0.55,1.85,4.68,7.4,1.08,14.36,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
519942,长信利率C,债券型,2025/11/20,1.0318,0,0.01,0.28,0.3,-0.23,1.85,4.43,5.73,0.04,30.53,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
003788,方正富邦惠利纯债C,债券型,2025/11/20,1.0341,0.02,0.04,0.43,0.4,-0.1,1.85,6.15,9.31,-0.03,60.9,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
005756,平安短债E,债券型,2025/11/20,1.2199,0,0.02,0.25,0.44,0.73,1.85,4.41,7.82,1.3,24.38,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
005990,申万菱信安泰惠利纯债C,债券型,2025/11/20,1.0009,0.01,0.04,0.44,0.52,0.48,1.85,5.19,8.12,1.06,28.08,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
